entity_name,source,instrument,record_date,amount_rs_cr,previous_amount_rs_cr,amount_raw_text,is_sublimit,rating_previous,rating_current,outlook_previous,outlook_current,action_type,is_confirmed_action,ambiguous,ambiguous_reason,provenance,row_seq,press_release_date,press_release_url,evidence_text,extracted_at
Bajaj Finance Limited,CRISIL,Cash Credit & Working Capital Demand Loan — Bank Of India,2026-07-29,390.0,,Rs.390 Crore,0,,Crisil AAA,,Stable,,0,0,"Facility-level breakdown from the annexure: a rated amount for this facility, not a rating action in itself.",bank_facility_annexure,,2026-07-29,https://www.crisilratings.com/mnt/winshare/Ratings/RatingList/RatingDocs/BajajFinanceLimited_July%2029_%202026_RR_401403.html,Cash Credit & Working Capital Demand Loan | 390 | Bank Of India | Crisil AAA/Stable,2026-09-09T17:05:39.585250+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Axis Bank Limited,2026-04-27,1116.2,,INR 11162 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,223,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Axis Bank Limited | IND A1+ | rated amount 11162 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Axis Bank Limited,2026-05-26,1116.2,,INR 11162 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,181,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Axis Bank Limited | IND A1+ | rated amount 11162 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Axis Bank Limited,2026-06-23,1116.2,,INR 11162 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,139,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Axis Bank Limited | IND A1+ | rated amount 11162 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Axis Bank Limited,2026-07-23,1116.2,,INR 11162 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,97,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Axis Bank Limited | IND A1+ | rated amount 11162 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Axis Bank Limited,2026-08-07,1116.2,,INR 11162 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,55,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Axis Bank Limited | IND A1+ | rated amount 11162 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Axis Bank Limited,2026-08-25,1116.2,,INR 11162 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,14,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Axis Bank Limited | IND A1+ | rated amount 11162 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Bank of India,2026-03-30,629.4,,INR 6294 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,266,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Bank of India | IND A1+ | rated amount 6294 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Bank of India,2026-04-27,629.4,,INR 6294 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,224,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Bank of India | IND A1+ | rated amount 6294 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Bank of India,2026-05-26,629.4,,INR 6294 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,182,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Bank of India | IND A1+ | rated amount 6294 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Bank of India,2026-06-23,629.4,,INR 6294 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,140,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Bank of India | IND A1+ | rated amount 6294 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Bank of India,2026-07-23,629.4,,INR 6294 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,98,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Bank of India | IND A1+ | rated amount 6294 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Bank of India,2026-08-07,629.4,,INR 6294 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,56,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Bank of India | IND A1+ | rated amount 6294 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Bank of India,2026-08-25,629.4,,INR 6294 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,15,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Bank of India | IND A1+ | rated amount 6294 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2025-06-16,1671.3,,INR 16713 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,282,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | Punjab National Bank | IND AAA/Stable | rated amount 16713 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2025-06-24,1671.3,,INR 16713 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,242,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | Punjab National Bank | IND AAA/Stable | rated amount 16713 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2025-07-23,1671.3,,INR 16713 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,203,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | Punjab National Bank | IND AAA/Stable | rated amount 16713 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2025-08-29,1671.3,,INR 16713 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,164,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | Punjab National Bank | IND AAA/Stable | rated amount 16713 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2025-09-30,1671.3,,INR 16713 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,125,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | Punjab National Bank | IND AAA/Stable | rated amount 16713 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2025-12-01,1671.3,,INR 16713 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,86,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | Punjab National Bank | IND AAA/Stable | rated amount 16713 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2025-12-30,1671.3,,INR 16713 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,47,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | Punjab National Bank | IND A1+ | rated amount 16713 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2026-01-30,1671.3,,INR 16713 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,13,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | Punjab National Bank | IND A1+ | rated amount 16713 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2026-03-10,1671.3,,INR 16713 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,307,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Punjab National Bank | IND A1+ | rated amount 16713 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2026-03-30,2498.8,,INR 24988 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,267,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Punjab National Bank | IND A1+ | rated amount 24988 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2026-04-27,2498.8,,INR 24988 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,225,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Punjab National Bank | IND A1+ | rated amount 24988 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2026-05-26,2498.8,,INR 24988 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,183,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Punjab National Bank | IND A1+ | rated amount 24988 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2026-06-23,2498.8,,INR 24988 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,141,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Punjab National Bank | IND A1+ | rated amount 24988 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2026-07-23,2498.8,,INR 24988 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,99,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Punjab National Bank | IND A1+ | rated amount 24988 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2026-08-07,2498.8,,INR 24988 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,57,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Punjab National Bank | IND A1+ | rated amount 24988 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — Punjab National Bank,2026-08-25,2498.8,,INR 24988 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,16,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | Punjab National Bank | IND A1+ | rated amount 24988 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2025-06-16,4592.35,,INR 45923.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,283,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | State Bank of India | IND AAA/Stable | rated amount 45923.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2025-06-24,4592.35,,INR 45923.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,243,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | State Bank of India | IND AAA/Stable | rated amount 45923.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2025-07-23,4592.35,,INR 45923.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,204,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | State Bank of India | IND AAA/Stable | rated amount 45923.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2025-08-29,4592.35,,INR 45923.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,165,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | State Bank of India | IND AAA/Stable | rated amount 45923.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2025-09-30,4592.35,,INR 45923.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,126,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | State Bank of India | IND AAA/Stable | rated amount 45923.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2025-12-01,4592.35,,INR 45923.5 million,0,,IND AAA,,Stable,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,87,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | State Bank of India | IND AAA/Stable | rated amount 45923.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2025-12-30,4592.35,,INR 45923.5 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,48,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | State Bank of India | IND A1+ | rated amount 45923.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2026-01-30,4592.35,,INR 45923.5 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,14,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"External Commercial Borrowing | State Bank of India | IND A1+ | rated amount 45923.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2026-03-10,4592.35,,INR 45923.5 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,308,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | State Bank of India | IND A1+ | rated amount 45923.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2026-03-30,7310.65,,INR 73106.5 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,268,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | State Bank of India | IND A1+ | rated amount 73106.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2026-04-27,7310.65,,INR 73106.5 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,226,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | State Bank of India | IND A1+ | rated amount 73106.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2026-05-26,7310.65,,INR 73106.5 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,184,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | State Bank of India | IND A1+ | rated amount 73106.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2026-06-23,7310.65,,INR 73106.5 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,142,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | State Bank of India | IND A1+ | rated amount 73106.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2026-07-23,7310.65,,INR 73106.5 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,100,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | State Bank of India | IND A1+ | rated amount 73106.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2026-08-07,7310.65,,INR 73106.5 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,58,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | State Bank of India | IND A1+ | rated amount 73106.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,External Commercial Borrowing — State Bank of India,2026-08-25,7310.65,,INR 73106.5 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,17,2026-08-25,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=81837,"External Commercial Borrowing | State Bank of India | IND A1+ | rated amount 73106.5 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,Line of Credit/OD — Punjab National Bank,2025-06-16,500.0,,INR 5000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,284,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"Line of Credit/OD | Punjab National Bank | IND A1+ | rated amount 5000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,Line of Credit/OD — Punjab National Bank,2025-06-24,500.0,,INR 5000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,244,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"Line of Credit/OD | Punjab National Bank | IND A1+ | rated amount 5000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,Line of Credit/OD — Punjab National Bank,2025-07-23,500.0,,INR 5000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,205,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"Line of Credit/OD | Punjab National Bank | IND A1+ | rated amount 5000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,Line of Credit/OD — Punjab National Bank,2025-08-29,500.0,,INR 5000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,166,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"Line of Credit/OD | Punjab National Bank | IND A1+ | rated amount 5000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,Line of Credit/OD — Punjab National Bank,2025-09-30,500.0,,INR 5000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,127,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"Line of Credit/OD | Punjab National Bank | IND A1+ | rated amount 5000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
Bajaj Finance Limited,India Ratings,Line of Credit/OD — Punjab National Bank,2025-12-01,500.0,,INR 5000 million,0,,IND A1+,,,,0,1,"The press release title states multiple actions (Assigned, Affirmed); which one applies to this instrument is not determinable from the facility endpoint, so it is not attributed.",bank_facility_rating_letter,88,2026-01-30,https://www.indiaratings.co.in/pressReleases/GetBankFacilityDataRatingLetter?pressReleaseId=76931,"Line of Credit/OD | Punjab National Bank | IND A1+ | rated amount 5000 (INR million, as published)",2026-09-09T16:43:55.547143+00:00
